id,sex,bdate,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,city,last_seen,occupation_type,occupation_name,career_start,career_end,result
70651,1,26.6,0,1.0,76.0,2003.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Moscow,2020-02-20 22:11:36,university,КГПУ им. В. П. Астафьева,False,False,1
51523,2,17.6.1985,0,1.0,162.0,2008.0,Full-time,1.0,Alumnus (Master's),Русский,6,1,,2020-08-04 21:04:56,university,НГАУ,False,False,0
51614,2,,0,1.0,296.0,2009.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,False,False,Reni,2020-08-04 19:21:37,university,ДУЭП (РФ),False,False,0
63281,2,,0,1.0,754.0,2011.0,Distance Learning,0.0,Student (Specialist),Русский,1,5,Krasnodar,2020-07-31 13:19:02,work,"КИБЕРКАР – Дооснащение, чип-тюнинг, детейлинг",2014,False,0
81067,1,17.2,1,1.0,271.0,2017.0,Full-time,1.0,Student (Bachelor's),Русский;English;Español,1,2,Saint Petersburg,2020-02-08 01:34:09,university,ИИЯ,2017,2021,1
28363,2,19.2.1985,0,1.0,759.0,2008.0,Distance Learning,0.0,Alumnus (Specialist),Русский,0,0,Smolensk,2020-03-22 07:40:37,university,СФ МИИТ (РГОТУПС),False,False,0
81242,2,23.1.1987,1,1.0,167.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский,6,0,Syktyvkar,2020-01-05 09:20:10,work,KOMI KINGZ UNITY  (основано в 2007 г.),2007,False,0
21814,2,13.7.1993,1,1.0,338.0,2015.0,Full-time,0.0,Student (Specialist),False,6,2,Podolsk,2020-10-02 11:57:51,work,● drKiray ● Интерактивный Стример ●,False,False,0
15435,2,23.1.1983,0,1.0,81.0,2010.0,Distance Learning,4.0,Alumnus (Specialist),Русский,0,0,Krasnoyarsk,2020-07-31 19:33:31,work,ООО Авангард,2001,False,0
32985,2,,0,1.0,51.0,2003.0,Full-time,4.0,Alumnus (Specialist),Русский,7,1,Tomsk,2020-10-25 12:33:59,work,"ООО ИК ""СИБИНТЕК""",2002,False,0
34810,1,30.9,0,1.0,194.0,2018.0,Full-time,1.0,Alumnus (Bachelor's),Русский,False,False,Moscow,2020-12-16 11:22:03,university,МГУ,2006,2021,1
54563,2,3.5.1995,0,1.0,6507.0,0.0,Full-time,0.0,Undergraduate applicant,False,6,2,Barnaul,2020-10-23 01:35:31,university,АлтГТУ им. Ползунова,False,False,1
42913,1,3.9.1983,1,1.0,93.0,2020.0,,0.0,Alumnus (Specialist),Русский,5,0,Saint Petersburg,2020-06-03 00:09:57,university,СПбГИКиТ (бывш. СПбГУКиТ),False,False,1
85178,2,27.10.1986,0,1.0,116.0,2009.0,Distance Learning,0.0,Student (Specialist),False,0,0,Krasnoyarsk,2020-11-07 16:35:15,university,КГПУ им. В. П. Астафьева,False,False,1
75542,1,23.3,0,1.0,691.0,2018.0,Full-time,0.0,Student (Bachelor's),False,0,0,Kirov,2020-09-08 04:02:26,university,"ВятГУ (бывш. ВятГТУ, КирПИ)",False,False,1
6305,2,5.11.1989,1,1.0,85.0,2012.0,Full-time,0.0,Student (Specialist),Русский,2,2,Kharkiv,2020-04-03 06:19:05,work,"Магазин ""Продукты 123""",2007,False,0
60056,2,12.4,0,1.0,186.0,2008.0,Full-time,0.0,Alumnus (Specialist),English;Русский;日本語,False,False,Zheleznodorozhny (balashikha),2020-08-29 10:55:29,university,ВГУВТ (ВГАВТ),False,False,0
23459,2,1.8,1,1.0,157.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Ulyanovsk,2020-06-16 19:41:04,university,ПГУАС (ПГАСА),False,False,0
6949,2,10.12.1985,1,1.0,148.0,2009.0,Full-time,4.0,Alumnus (Specialist),Русский,1,2,Kharkiv,2020-10-28 06:06:38,university,НТУ «ХПИ»,False,False,0
41615,2,10.5.1988,1,1.0,47.0,2010.0,Full-time,4.0,Student (Specialist),Русский,1,6,Neryungri,2020-07-16 00:55:46,university,СВФУ им. М. К. Аммосова (бывш. ЯГУ),2010,2016,0
59438,2,27.1.1986,0,1.0,63.0,2008.0,Full-time,0.0,Alumnus (Bachelor's),Русский,False,False,Kostroma,2020-10-12 04:47:57,university,КГТУ,False,False,0
20740,2,19.2,0,1.0,220.0,2013.0,Full-time,6.0,Candidate of Sciences,Русский,6,2,Smolensk,2020-01-21 16:15:01,work,vvw-tunit,2005,False,1
72813,1,10.5.1993,0,1.0,1689.0,2016.0,Distance Learning,0.0,Student (Specialist),English;Español;Русский,6,2,Los Angeles,2020-08-30 20:28:57,university,СГТУ им. Ю. А. Гагарина (бывш. СПИ),False,False,1
42643,1,9.12.1983,1,1.0,466.0,2006.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Perm,2020-09-02 16:38:11,university,ПГНИУ (ПГУ),False,False,1
91916,1,25.10,1,1.0,526.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,1,2,,2020-07-12 03:26:09,university,РУК (бывш. МУПК),2005,2016,1
75049,2,12.4,0,1.0,272.0,2011.0,,4.0,Alumnus (Bachelor's),Русский,4,2,Yalta,2020-11-30 13:20:20,work,"serviCEnter|Ремонт компьютеров, телефонов  Ялта",2017,False,0
63515,2,7.2,1,1.0,115.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,0,0,,2020-07-13 10:29:46,university,СПбГУВК,False,False,1
3341,1,27.10,0,1.0,141.0,0.0,Full-time,4.0,Alumnus (Specialist),Русский,1,2,Krasnodar,2020-06-06 22:37:16,university,КубГУ,False,False,1
73029,1,21.4,1,1.0,125.0,2007.0,Full-time,0.0,Student (Specialist),Русский;English,0,2,Tolyatti,2020-06-21 05:10:41,work,Фантастический мир Дигаллиоса.Книги Нины Осмо,False,False,1
55000,2,,1,1.0,65.0,2018.0,Distance Learning,0.0,Undergraduate applicant,Русский,0,0,Vyborg,2020-03-31 15:07:00,work,росгвардия,2001,False,0
84041,2,19.5,1,1.0,105.0,0.0,,1.0,Alumnus (Specialist),Українська;English;Русский,0,2,Slavuta,2020-05-09 00:51:25,university,ТНПУ им. Гнатюка,False,False,1
21551,1,3.11,0,1.0,167.0,1999.0,Full-time,0.0,Alumnus (Specialist),Русский,6,6,Kirov,2020-05-18 21:59:05,work,Россети Центр и Приволжье,False,False,1
53303,1,11.6,0,1.0,2039.0,2009.0,Full-time,0.0,Alumnus (Specialist),False,0,0,Saint Petersburg,2020-10-24 07:18:53,work,частный мастер,2007,False,1
1746,2,11.10,0,1.0,917.0,2011.0,Full-time,1.0,Alumnus (Specialist),Русский;English,1,5,Lyubertsy,2020-08-04 04:36:46,university,НИУ МГСУ (МГСУ-МИСИ),False,False,0
49019,2,4.5.1988,0,1.0,534.0,2011.0,Part-time,4.0,Alumnus (Specialist),Русский,False,False,Cheboxary,2020-02-03 10:02:14,university,ЧИ (ф) МПУ (бывш. ЧПИ (ф) МГМУ (МАМИ)),False,False,0
84126,2,28.6.1985,1,1.0,337.0,2009.0,Full-time,0.0,Alumnus (Specialist),Русский,1,2,Samara,2020-04-15 09:22:03,work,"Верстка, UX/UI дизайн, фрилансер",2008,False,1
43210,1,15.5.1989,1,1.0,763.0,2011.0,Full-time,0.0,Student (Specialist),False,0,0,Moscow,2020-10-29 00:26:30,work,Завидово PGA National,2016,False,1
87520,2,1.7.1978,0,1.0,111.0,2003.0,,1.0,Candidate of Sciences,Русский,4,2,Luga,2020-09-16 13:25:12,,,False,False,0
66517,1,9.10,0,1.0,1637.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский;English;Español;Moldovenească;Italiano;Français;日本語;Українська,0,0,"Washington, D.C.",2020-05-08 22:57:05,university,РГПУ им. А. И. Герцена,False,False,1
88575,2,15.2.1986,1,1.0,299.0,2009.0,Full-time,1.0,Student (Specialist),Русский,5,1,Saint Petersburg,2020-12-16 04:01:15,work,TS Solution. Обеспечение защиты информации,2006,False,0
23225,1,8.11.1993,0,1.0,529.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),Русский;English,1,6,Kazan,2020-08-16 22:42:10,work,БАРС Груп,2014,False,1
79439,1,11.6.1998,0,1.0,290.0,2020.0,Full-time,0.0,Student (Bachelor's),English,0,0,Saint Petersburg,2020-07-03 11:04:58,university,СПбГИК (бывш. СПбГУКИ),False,False,1
20605,1,31.5.1996,0,1.0,709.0,2018.0,Full-time,4.0,Student (Bachelor's),English;Русский,False,False,Moscow,2020-08-29 17:12:49,university,РАНХиГС при Президенте РФ (бывш. АНХ при Правительстве РФ),False,False,1
63511,2,,1,1.0,213.0,2016.0,Distance Learning,0.0,Alumnus (Bachelor's),Русский,1,2,Bryansk,2020-12-31 07:57:03,university,БГУ им. Петровского,False,False,0
64991,2,19.3,0,1.0,26.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Mikashevichi,2020-12-06 07:01:59,work,"УПП ""Диона""",2008,False,0
56733,2,25.4,0,1.0,52.0,2016.0,Distance Learning,4.0,Alumnus (Specialist),Русский,0,0,Taganrog,2020-02-15 05:51:10,work,Филиал Правосудие РОКА имени Д.П.Баранова,False,False,0
83945,2,23.12.2002,0,1.0,74.0,0.0,Full-time,2.0,Student (Bachelor's),Русский,6,2,Pyatigorsk,2020-01-19 12:32:33,university,ИТА ЮФУ (бывш. ТТИ ЮФУ),2016,False,0
31650,2,16.3.1995,1,1.0,199.0,2017.0,Full-time,1.0,Student (Bachelor's),Українська,1,6,Lviv,2020-03-15 22:04:16,university,НУ «ЛП»,1996,1997,1
10964,2,1.2.1990,1,1.0,39.0,2012.0,Full-time,4.0,Student (Master's),Русский,0,0,Bratsk,2020-09-22 11:49:26,university,"ИРНИТУ (бывш. НИ ИрГТУ, ИПИ)",False,False,0
39276,1,5.4.1990,0,1.0,302.0,2012.0,Full-time,0.0,Alumnus (Master's),Русский;Українська,6,2,Luhansk,2020-12-07 05:21:06,university,ЛНУ (бывш. ЛНПУ) им. Тараса Шевченко,False,False,1
26512,2,21.9.1980,1,1.0,120.0,2002.0,Full-time,1.0,Alumnus (Specialist),False,6,2,Lipetsk,2020-08-23 12:42:34,work,Липецкий филиал РАНХиГС,2002,False,0
50773,2,18.8,1,1.0,271.0,2009.0,Full-time,0.0,Student (Specialist),Русский,6,2,Tver,2020-08-27 01:48:07,university,ТвГТУ,False,False,0
61971,2,,1,1.0,195.0,2010.0,Full-time,4.0,Alumnus (Master's),Русский,0,0,Nizhnevartovsk,2020-11-09 18:28:04,university,НВФ ОмГТУ,2009,False,0
56552,2,25.7,1,1.0,407.0,0.0,Distance Learning,4.0,Student (Specialist),Русский,0,2,Joshkar-Ola,2020-03-02 08:48:28,work,Sernur.Tech,False,False,1
6992,2,17.7,1,1.0,9.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,6,6,Pokrovskoe,2020-01-17 03:42:01,university,"НАУ (бывш. КИИГА, КМУГА)",2008,2009,0
86760,2,25.1,1,1.0,37.0,2003.0,Full-time,4.0,Alumnus (Specialist),Русский,1,2,Novocherkassk,2020-05-28 16:22:13,university,ЮРГПУ (НПИ) им. М. И. Платова (бывш. ЮРГТУ (НПИ)),2003,2006,0
95703,1,29.4,0,1.0,62.0,1997.0,Full-time,0.0,Alumnus (Bachelor's),Русский,False,False,Saransk,2020-09-17 19:26:23,university,МГУ им. Н. П. Огарева,False,False,1
91878,1,18.12,1,1.0,326.0,2015.0,Full-time,0.0,Student (Specialist),False,0,0,Saint Petersburg,2020-10-26 11:22:53,university,СПбГМТУ (бывш. ЛКИ),False,False,1
74720,2,14.1.1985,0,1.0,140.0,2007.0,Full-time,1.0,Alumnus (Specialist),Русский,0,0,Moscow,2020-10-01 13:31:15,university,АМИ,False,False,0
60826,1,,1,1.0,187.0,0.0,Full-time,0.0,Student (Specialist),Русский,0,0,Saint Petersburg,2020-04-03 18:30:30,university,"СПбГПМУ (бывш. СПбГПМА, ЛПМИ)",False,False,1
55310,1,7.10.1986,0,1.0,203.0,2009.0,Distance Learning,1.0,Student (Specialist),False,0,0,Zavyalovo,2020-06-22 19:30:33,university,ИжГТУ им. М. Т. Калашникова (бывш. ИМИ),False,False,1
78367,1,6.8,1,1.0,324.0,2006.0,Full-time,4.0,Alumnus (Specialist),False,0,0,,2020-08-25 15:18:42,work,"ГКУ Архангельской области ""ЦЗН Мезенского района""",2009,False,0
91716,2,,0,1.0,79.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Krasnoyarsk,2020-02-13 01:52:30,university,КрасГАУ,False,False,0
62339,2,6.3.1988,0,1.0,189.0,2010.0,Full-time,4.0,Student (Bachelor's),Русский,6,6,Kharkiv,2020-08-02 08:07:54,university,ХНЭУ им. С. Кузнеца (бывш. ХИЭИ),False,False,0
60963,2,7.8.1987,1,1.0,128.0,2010.0,Full-time,4.0,Student (Specialist),Русский;Español;English,5,1,Moscow,2020-07-01 20:08:09,work,ООО МТЛ,2008,False,0
42586,1,,0,1.0,910.0,2014.0,Full-time,1.0,Student (Bachelor's),Русский;Українська;English,1,0,Kamenets-Podolsky,2020-05-13 14:43:33,university,КПНУ им. И. Огиенко,2013,2016,1
66937,2,1.1.1989,1,1.0,740.0,2010.0,Full-time,1.0,Alumnus (Bachelor's),Русский,0,2,Kursk,2020-04-19 19:01:41,university,КГУ,2008,2017,1
66011,2,14.2,0,1.0,1176.0,2023.0,,4.0,Student (Bachelor's),Русский;English;Українська,3,5,Moscow,2020-10-04 06:59:09,university,МФТИ (Физтех),2017,False,0
21450,2,1.11.1989,0,1.0,279.0,2011.0,Full-time,4.0,Alumnus (Specialist),Русский,0,6,Krasnoyarsk,2020-01-11 08:01:32,work,VsemTeam CyberSport VSCL | Турниры в Красноярске,2013,False,0
44201,1,24.5.1988,1,1.0,805.0,2010.0,Full-time,4.0,Student (Specialist),Русский,False,False,Irkutsk,2020-05-11 03:49:16,university,ИГУ,False,False,1
97775,2,18.3,1,1.0,771.0,2001.0,Full-time,1.0,Alumnus (Bachelor's),Русский,0,0,Khabarovsk (derevnya),2020-02-23 14:14:03,work,Этажи | Недвижимость,2002,False,1
63520,1,8.5.1991,1,1.0,3017.0,2013.0,Full-time,0.0,Student (Specialist),Русский;English;Français,6,1,Moscow,2020-09-09 07:50:18,work,X5 RETAIL GROUP,2013,False,1
32873,2,14.9,0,1.0,88.0,1995.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Nefteyugansk,2020-08-27 20:05:52,university,Юматовский аграрный техникум,False,False,0
52732,2,18.1.1990,0,1.0,65.0,2012.0,Full-time,4.0,Student (Specialist),Русский,0,0,Ulyanovsk,2020-03-27 07:30:30,work,ОАО «Ульяновскнефть»,False,False,1
45275,1,,1,1.0,225.0,2009.0,Full-time,4.0,Student (Specialist),Русский,0,0,Vitebsk,2020-12-20 22:49:11,university,МГУП,2009,2012,1
45562,1,18.7.1953,1,1.0,32.0,1974.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Saint Petersburg,2020-11-10 17:48:32,university,РГПУ им. А. И. Герцена,1992,2008,1
15731,2,2.8.1989,1,1.0,68.0,2011.0,Full-time,1.0,Student (Bachelor's),Українська,False,False,Kovel,2020-03-06 12:05:41,university,ЛБИ МНТУ,False,False,0
856,2,14.1,1,1.0,168.0,2004.0,Full-time,4.0,Alumnus (Specialist),Русский,1,6,Kaliningrad,2020-01-02 23:05:39,university,ВГИ - СПГГИ им. Г.В. Плеханова (ТУ),False,False,0
50274,2,4.8.1985,0,1.0,50.0,2016.0,Distance Learning,4.0,Student (Bachelor's),False,1,5,Minsk,2020-08-27 19:08:26,university,БНТУ (Политех),False,False,1
61213,1,6.10,1,1.0,368.0,2010.0,Full-time,0.0,Alumnus (Master's),Русский,False,False,Moscow,2020-04-24 12:24:02,university,НИУ МЭИ,False,False,1
42121,1,1.3,1,1.0,3975.0,2010.0,,7.0,Alumnus (Specialist),Русский;English;Татарча,0,0,Sterlitamak,2020-10-02 18:04:31,university,БашГУ (СФ),False,False,1
53115,1,2.6,1,1.0,298.0,2012.0,Full-time,2.0,Student (Specialist),Русский;English,0,0,Moscow,2020-07-12 05:48:33,university,СПбГУТ им. Бонч-Бруевича,False,False,1
83853,2,8.5.1987,0,1.0,127.0,0.0,Full-time,0.0,Student (Specialist),Русский,False,False,Barnaul,2020-08-12 12:14:50,work,ФКУ Налог-Сервис ФНС России,2012,False,0
15314,1,10.5.1988,0,1.0,496.0,2010.0,Full-time,1.0,Student (Specialist),Русский,0,0,Perm,2020-11-17 20:29:40,university,ПГНИУ (ПГУ),False,False,1
82096,2,12.7.1917,1,1.0,108.0,2007.0,Full-time,1.0,Alumnus (Master's),Русский,False,False,Novosibirsk,2020-05-24 00:05:22,university,НГАУ,2007,2009,1
99024,2,18.9.2000,0,1.0,125.0,0.0,Full-time,0.0,Student (Bachelor's),Русский,0,0,Rostov-on-Don,2020-04-21 19:24:22,university,ДГТУ,False,False,1
2006,1,13.2.1993,0,1.0,2346.0,2013.0,Full-time,4.0,Student (Bachelor's),False,1,2,Opole,2020-01-02 12:20:42,university,ВНАУ (бывш. ВГАУ),False,False,1
17601,2,18.8.1986,0,1.0,131.0,2013.0,Distance Learning,4.0,Alumnus (Specialist),Русский,6,2,Orsha,2020-08-17 21:46:11,university,ИПД,2010,False,0
85589,1,,1,1.0,71.0,2010.0,Full-time,0.0,Student (Bachelor's),False,0,0,Chernihiv,2020-05-02 06:49:02,university,ЧНТУ,False,False,1
88808,2,24.6.1989,1,1.0,117.0,2012.0,Full-time,4.0,Student (Specialist),Русский,False,False,Saint Petersburg,2020-02-05 21:38:18,university,"GTU (ГТУ, ГПИ)",False,False,0
38612,2,,0,1.0,82.0,2012.0,Full-time,0.0,Alumnus (Specialist),Русский,False,False,,2020-02-05 10:44:49,university,ЧГПУ им. И. Я. Яковлева,False,False,1
30647,2,14.12.1984,0,1.0,64.0,0.0,Full-time,4.0,Undergraduate applicant,Русский,False,False,Tomsk,2020-04-01 05:12:31,university,"ТУСУР (бывш. ТАСУР, ТИАСУР)",False,False,0
21700,2,22.5.1987,0,1.0,91.0,2009.0,Full-time,1.0,Alumnus (Specialist),Русский,0,0,Krasnodar,2020-12-17 02:57:59,work,"Видеонаблюдение, Охранная, пожарная сигнализация",2015,False,0
52891,2,20.5,0,1.0,51.0,1992.0,Full-time,0.0,Alumnus (Specialist),Русский,False,False,Kostroma,2020-03-29 21:49:56,university,КГФЭИ,False,False,1
11333,2,25.1,1,1.0,58.0,2004.0,Full-time,4.0,Alumnus (Specialist),Русский,0,5,Saint Petersburg,2020-04-06 02:24:22,university,ВАС им. Буденного,False,False,0
41650,2,,0,1.0,1134.0,2000.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Kostroma,2020-09-18 23:37:07,university,КГТУ,False,False,1
72921,2,1.1,1,1.0,187.0,2009.0,Full-time,0.0,Undergraduate applicant,Українська,False,False,Pervomaysk,2020-07-08 03:14:22,work,Подгородная,2008,False,0
32126,1,,0,1.0,91.0,0.0,Full-time,0.0,Alumnus (Master's),Русский,False,False,Krasnodar,2020-08-01 22:09:09,university,КубГУ,False,False,1
16972,1,,1,1.0,605.0,2012.0,,0.0,Alumnus (Specialist),False,0,0,Saint Petersburg,2020-10-08 19:17:51,university,ЛГУ им. А. С. Пушкина,False,False,1
30625,2,28.11.1987,1,1.0,107.0,2007.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Naro-Fominsk,2020-05-23 05:59:17,work,Автосервис (у себя),2007,2020,0
90782,2,,0,1.0,311.0,2008.0,Full-time,0.0,Alumnus (Bachelor's),English,False,False,Saint Petersburg,2020-01-28 09:40:28,work,Noel Concept,2005,False,1
86368,1,12.2,0,1.0,1023.0,2010.0,Full-time,0.0,Alumnus (Specialist),False,6,2,Mogilev,2020-01-06 03:58:00,university,"БРУ (бывш. МГТУ, ММИ)",False,False,1
38023,1,28.1,0,1.0,379.0,2015.0,Distance Learning,4.0,Student (Bachelor's),Русский,0,0,Saint Petersburg,2020-12-16 03:53:55,work,MOHITO,False,False,1
56966,2,17.10.1988,0,1.0,34.0,2009.0,Full-time,0.0,Student (Specialist),Русский,0,0,Shadrinsk,2020-11-05 14:30:50,work,SLAKON,2015,False,0
21037,1,,0,1.0,391.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Nizhny Novgorod,2020-08-08 22:36:29,work,Первый БИТ Нижний Новгород,False,False,1
69547,1,19.2.1995,0,1.0,257.0,2017.0,Full-time,4.0,Student (Bachelor's),Русский;English,6,1,Moscow,2020-07-05 21:45:33,work,Росгидромет,2014,False,1
51174,2,4.11.1982,0,1.0,12.0,2007.0,Full-time,1.0,Alumnus (Specialist),False,False,False,Kyiv,2020-09-10 20:14:49,university,"КНУБА (КНУСиА, КИСИ)",False,False,0
62556,2,19.7.1983,0,1.0,96.0,2005.0,Full-time,0.0,Undergraduate applicant,Русский,0,0,Kaluga,2020-10-06 07:48:34,university,КГУ им. Циолковского (бывш. КГПУ),False,False,0
4122,1,11.5,0,1.0,368.0,2013.0,Full-time,0.0,Alumnus (Specialist),False,False,False,Veliky Novgorod,2020-06-13 20:44:36,university,НовГУ,False,False,1
44920,2,20.3.1991,1,1.0,299.0,2013.0,Part-time,4.0,Alumnus (Master's),False,1,2,Moscow,2020-08-14 18:25:01,university,МГЭУ (бывш. МГЭИ),False,False,0
90744,2,21.4.1993,0,1.0,197.0,2015.0,Full-time,1.0,Student (Specialist),Русский;English,1,2,Rostov-on-Don,2020-07-11 08:44:10,university,ДГТУ,False,False,0
63474,2,29.9.1979,1,1.0,99.0,2005.0,Full-time,1.0,Alumnus (Specialist),Русский,2,1,Kyiv,2020-12-17 18:50:58,university,ХГЗВА,False,False,0
98528,1,,1,1.0,4.0,2009.0,Distance Learning,0.0,Alumnus (Specialist),False,0,0,Minsk,2020-10-31 18:27:15,university,БГЭУ (бывш. БГИНХ),False,False,1
81520,1,11.7,1,1.0,1.0,2013.0,Full-time,0.0,Student (Specialist),False,0,0,Moscow,2020-04-01 16:20:53,university,МАДИ,False,False,1
50016,1,19.5.1986,0,1.0,141.0,2008.0,,4.0,Alumnus (Master's),Русский,0,0,Kyiv,2020-02-26 09:07:44,university,ЧГТУ (бывш. ЧИТИ),False,False,1
7043,1,17.6.1990,1,1.0,108.0,0.0,,4.0,Student (Specialist),Русский;English;Norsk,0,0,Moscow,2020-01-12 17:20:08,work,Hitachi Power Tools,2012,False,1
33901,2,11.8,1,1.0,172.0,0.0,Distance Learning,0.0,Student (Specialist),False,False,False,Volgograd,2020-07-13 09:18:07,university,ВолгГТУ,False,False,0
40747,2,31.1.1994,0,1.0,128.0,2016.0,Full-time,7.0,Alumnus (Specialist),Русский;Беларуская,0,0,Grodno,2020-07-01 15:30:46,work,Аптека №134,2017,False,1
21397,1,25.9,0,1.0,332.0,2015.0,Full-time,4.0,Student (Specialist),Русский,0,0,Kochevo,2020-09-29 12:38:48,university,ПИ (ф) РЭУ им. Г. В. Плеханова,False,False,1
85110,2,25.8.1981,1,1.0,270.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский;English,False,False,Surgut,2020-04-21 19:07:46,university,"ТУСУР (бывш. ТАСУР, ТИАСУР)",False,False,0
26282,1,13.2,1,1.0,323.0,0.0,Full-time,0.0,Student (Bachelor's),False,0,0,Saint Petersburg,2020-10-07 07:17:08,university,РГПУ им. А. И. Герцена,False,False,1
39960,2,25.8.1985,0,1.0,228.0,0.0,Full-time,4.0,Student (Specialist),False,False,False,Nizhny Novgorod,2020-02-17 08:58:17,university,РГГУ (ННФ),False,False,0
76255,1,2.3,0,1.0,2087.0,2010.0,Part-time,7.0,Alumnus (Specialist),Русский;English,6,5,Moscow,2020-11-17 15:00:46,work,☆WitchcrafT☆,2014,False,1
62321,2,2.11.1978,0,1.0,83.0,2001.0,Full-time,1.0,Alumnus (Specialist),False,False,False,Chapaevsk,2020-10-26 13:18:53,university,СамГТУ,False,False,0
6376,2,12.6.1988,0,1.0,104.0,2014.0,Distance Learning,4.0,Student (Bachelor's),Русский,False,False,Volgodonsk,2020-12-10 11:55:38,work,Теле 2,2005,False,0
35720,1,18.3.1995,1,1.0,143.0,2021.0,Full-time,0.0,Student (Bachelor's),English,0,0,Leicester,2020-05-28 13:49:38,university,De Montfort University,False,False,1
36195,2,3.3,0,1.0,254.0,2019.0,Full-time,0.0,Alumnus (Bachelor's),Русский;English,0,0,Moscow,2020-04-21 01:59:19,work,Акронис Инфозащита,2019,False,0
1042,1,17.3.1992,1,1.0,318.0,2013.0,Full-time,0.0,Student (Bachelor's),False,False,False,Novosibirsk,2020-08-09 20:09:23,university,НГУ,False,False,1
96303,2,4.4.1989,0,1.0,91.0,2020.0,Part-time,4.0,Student (Specialist),Русский;English,0,0,Saint Petersburg,2020-08-02 11:15:03,university,СПбГУПТД (бывш. СПГУТД),False,False,0
27574,2,8.11.1978,0,1.0,48.0,2004.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Joshkar-Ola,2020-07-07 04:36:25,university,ПГТУ (бывш. МарГТУ),False,False,0
38965,1,12.9,1,1.0,137.0,2007.0,Distance Learning,4.0,Alumnus (Specialist),Русский,1,2,,2020-12-04 16:26:58,university,МГУТУ (ННФ),False,False,1
20965,2,1.7.1989,1,1.0,141.0,2013.0,Full-time,1.0,Student (Specialist),Русский,0,0,Sarov,2020-05-11 07:52:40,university,СарФТИ НИЯУ МИФИ,False,False,0
84167,1,26.2.1996,1,1.0,407.0,2018.0,Full-time,2.0,Alumnus (Bachelor's),False,6,1,Saint Petersburg,2020-02-06 04:39:33,work,[Sam_takai]_[Obm_a_rak],False,False,1
